text,label,logits
"The lecturer is clear, but there is a problem with the paste.It is much too slow. He states the obvious too often, talks VERY slowly, and that makes it hard to stay focused.",1,"[-1.9192458372609638, 8.789304811241776, -1.2296890389811521, -1.1076918238025029, -1.1374790828204473]"
Too short and easy.,1,"[-1.7968086803632979, 8.01702733923372, -2.8345479598344365, -1.8803991709988102, -1.5508542116038506]"
"This class would do well to have supplemental or required readings and much more difficult quizzes. I think it would be possible to have one's wisdom teeth removed and complete this course on a binge-watching spree while on pain killers. That shouldn't be possible. Good lecturers, though.",1,"[-1.2491047791936305, 8.247866157673409, -1.9016742026857665, -1.4112583091458173, -2.428615318403924]"
Could have utilized video lectures more. Questions on final exam did not seem to relate to materials covered in course. Course seems to just comprise 1 or 2 minute long video lectures and then direct students to vast amounts of online reading material.,1,"[-1.1900708345289754, 9.239540921498163, -2.7053545123594835, -2.539959595304998, -1.3477031816727156]"
all this course justified one class at top.,1,"[-2.111260773705129, 9.053745215100555, -2.9131513935807662, -2.8626172996639, -1.1007235078332434]"
"Not up to my expectations. Compared to the previous modules in this specialisation, the lectures are dry, the presenter is not focused and slides are sometimes mixed up. The reading material is great and a definite plus is that it is free. But the lectures should be more practical (not just the bullet points of the book), and the weekly assignment should not be a chapter summary question. The course developers should have taken the time to develop a case study for each topic, like in the first module in this spec. I highly recommend reviewing and improving the content.",1,"[-2.7918981398043043, 9.384196839830047, -1.2537255441254103, -1.045705169827582, -1.0785967189539978]"
This was my least favourite course in the the Creative Writing Specialisation. I learnt a bit about creating characters but I found the lessons bland and the assignments difficult to understand.,1,"[-2.5797974636259875, 8.596961354076685, -1.3690475503045665, -1.732106563140301, -1.3205705374269756]"
satisfactory,1,"[-2.2260749781910447, 9.848003884786609, -2.295714382111604, -1.338403911120631, -2.7609151024399017]"
"Absolutely not apropriate for very beginners. Lacks explanation of ""why"" through all the videos, simply giving you information to remember ""If you do this, this will happen"". Such a structure of explanations doesn't give freedom in the future to do something different, as you don't get a general understanding of what you do.Additionally, all course is tought in Mac. Some commands are different for windows, and they were not even mentioned in the videos! I did not sign up for this course to be forced to spend hours in Google, trying to find how to do something, that supposed to be explained in the lesson.Overall, the course absolutely lacks attention to windows users and is not appropriate for absolute beginners.",1,"[-1.7064617595162757, 8.300142061214622, -2.146849822966349, -1.3652619826026293, -1.0199847164967986]"
i feel that the course need more explanation .. i got really lost in the begging of the HW,1,"[-1.5075359427402748, 8.797678480297243, -2.1042222413884217, -2.009665651535314, -1.0077437416056667]"
"overall: some weeks were fun, some notin some weeks are too many chapters and exercises. I actually think that the exercises are too complicated compared to the examples in the chapters. Sometimes are the explanations in the chapters not sufficient.It would be helpful to know the name of a proof e.g. Perch's Law or law of (the) excluded middle. This would help to find more information and help.",1,"[-2.1236155866659567, 9.780409978861483, -1.944035239532131, -1.3683761937869514, -2.6219923048434843]"
"Only the link agilemanifesto.org has real value in this course. The rest is self-PR and ""water"". I see no reason paying for the sertificate and I am not convinced further cources of this specialization will deliver greater value.",1,"[-1.623917030519196, 9.807945587278677, -2.932859259726006, -2.711179807767577, -1.7801330186471311]"
it's good but can be better they have to give more examples about the concept,1,"[-2.3268949146016786, 9.456226613471722, -1.035339848992321, -2.7635463211323295, -2.1625318071710513]"
a bit basic,1,"[-1.7811336220151555, 8.869554476858422, -1.1188942771377441, -2.945703037642014, -2.8643019064577]"
Way too basic. Probably only suitable for absolute beginners.,1,"[-1.1120170206927917, 8.08083131753004, -1.2528429774886367, -1.4599633907945606, -2.675527102342236]"
"This course feels quite weak, especially for the paid course, for these reasons:Models (Leader as Mentor, Coach, etc..., CTFAR model), which are given in this course, are given as is, with no references on how they were developed, authorship, and how good the results of application are.Almost no (just one) external references for reading to better understanding course material.The amount of material (about 3 hours of video, 4 quizzes, 2 discussions and 1 assignment) doesn't feel like it's a month's course, more like a one/one-and-a-half week.No references on topics, described as ""hard"" during the course (for example, identifying your values), which would make this topics less ""hard"".No instructor interaction on the course forum (I don't know if this should be like this or not, but it still feels bad).However, the final assignment is good and practice oriented.",1,"[-1.3642451334741394, 9.422880442039677, -1.905679960846314, -2.522865288425665, -1.8996466370473413]"
"It is a nice introduction, but the material is barely worth a one week orientation lesson (I have completed it in about 4 hours with watching all the videos, taking detailed notes, and completing the quizzes for 100%) . Why should we pay for a specialization preview, we can read info about the separate courses on our own? I am really looking forward the next courses in the specialization since I really need a good course in statistics and this seems to be one, but the first course should be eliminated. The installation of R and github account videos should be added to the next course as an introduction.",1,"[-1.0853850903612743, 9.037141068036108, -2.105895805411955, -1.8820953000649905, -1.1771980088370146]"
"We are given inadequate information in the videos, and no other resources, to write a program. Required to use methods not covered in the course.",1,"[-1.844842008755442, 8.327306921261465, -1.9869505787635662, -2.69048632425217, -2.041368826686135]"
"This course dedicates an entire week to very simple topics. The lectures could use some serious editing too. To help you understand what I expect, I'm taking this at the same time as I'm taking Wharton's Week 1 Entrepreneurship program. I've also taken Wharton's Intro to Marketing course which I highly suggest over this course. The quality is dramatically better. Getting Started: Agile Meets Design Thinking is a University of Virginia course that also is a great example of how these courses should be done. I'm hoping the next courses in the Digital Marketing Capstone are much better so that I'm not watching a lecture and counting how many times the professor pushes his glasses back up.On the plus side, I did like the engagement this course encourages by forcing you to go to other websites & accomplish things as well as review your peers work. I wish your peer reviews had less of an outcome on your grade though. In my experience, many people did not even read the instructions on how to review the assignments.",1,"[-1.0050860938748125, 8.999503289107464, -1.9692537570263893, -1.2319942048884576, -1.392233836276716]"
"Good lectures, but no exercises or assignments. Leaves a flat and unrealistic image of the subject.",1,"[-2.8902523045009807, 9.053884146509004, -2.7542642899944614, -1.0457121137317968, -2.5242176606054705]"
Too much of common sense stuff and not much in the way of advanced techniques.,1,"[-2.573212069269813, 8.716237895306712, -1.5104971236368763, -2.2970363769101527, -2.4831529461180657]"
"I thought most of the discussions were ""____ needs to do this, _____ needs to learn to do this."" Yet doesn't provide a lot of concrete answers that helpful to solve x. And I understand some situations are complex with a lot of variables, but it seems as though a lot of ""environmental proponents"" just talk about stuff and don't give examples of what they are doing to change the world. I think Jadav Payeng (""the forest man of india"") has done more for the environment than all the attendees at all of these environmental conferences do. Courses like these highlight all the problems (and there are a fuck ton of problems) but contain fewer answers. So it just leaves the ""graduate"" overwhelmed and kind of spinning in a circle. I think I'd rather have a course that asks, why do we wear what we do when its made on the other side of the globe, is that the best for the environment? We need to wholesale changes in how we think about our society if we want it to be sustainable; not, we have problems over here and here and here, and if we put this bandaid on it, that might fix it for a while. I was just very unimpressed and skipped through the program as quickly as I could /rant",1,"[-1.6424940364649456, 9.942029834719099, -1.3257914082487474, -1.6144093261858148, -1.6338757997945283]"
Interesting content but the bad English grammar makes it hard to get through and sometimes simply incomprehensible. I dropped the course after the second week because of this.,1,"[-2.9985157264824895, 8.606979408994656, -2.4698547853105444, -2.3784573876563204, -1.313237305659523]"
"This course is very short. I've completed it in about 4 hours. Nothing was told about linear algebra, statistics, optimization. It is not enough even to learn Data Science.",1,"[-1.7316981556772801, 9.464718938203369, -1.6356964330188069, -1.3307338405773947, -1.8561394068039245]"
The course is good. But it does not has lecture slides that is better for students to understand.,1,"[-2.4936107959960148, 8.38275609786682, -2.1094745974376083, -2.958054013795828, -1.3995328353284375]"
"The material in this course is well presented, though scarce at times. However it has its share of problems :-little to no interaction from TA's or mentors in the forums-the quizzes are often out of sync with the lectures-the final exam has severe problems with questions (form not content).In more detail, on the final exam, some of the questions don't even contain all the content to answer them. They can request multiple answers but have single question boxes and/or the reverse.",1,"[-2.2357003442710877, 8.810647113219474, -1.3151919066303963, -1.0677555229286169, -2.741025342030295]"
R labs are too tedious for people with medical or science background! we need explanations rather than trying to figure it out on our own!,1,"[-1.22970799736776, 8.952196176028853, -1.471345002301949, -1.2566672231814868, -2.547473947672948]"
"The course is for an overview of many aspects of cybersecurity. There are many resources to read, videos that briefly discuss concepts of the week. Then there are quizzes and discussions with the topic of the week, doing the possibility at the student to talk about that and post his idea for assimilate concepts and reaching goals of the course. This is useful also for discuss with other students and how your ideas is viewed.I think there is a very basic course in his entire length, with more reading lectures at academic or professional level not for a beginner. it can be adding videos with more length and in-depth that in a easy way the ten domain about cybersecurity.",1,"[-2.1713438838497723, 9.632534955683427, -2.671153707011082, -1.037531545418065, -2.18140370933495]"
"Provides a comprehensive overview, however it is heavily lecture based. Would be nice if more interactivity was built in, via pop-up questions during the lectures and practice problems.",1,"[-2.529376376318082, 8.162130819948437, -2.54038161278101, -1.8629780179594404, -1.4426533886109296]"
Uninspiring and boring.,1,"[-2.484531444632339, 8.945913840020491, -2.522048209764007, -1.0410859796946388, -2.704701718288254]"
"The videos and explanations are very poor. Most of the time the instructors are reading off a script, and everything feels fake. By reading off a script they are forced to ""hand-wave"" and do not explain concepts covered completely.The only thing I liked about this course were the problem sets, which were interesting to do. Will not buy rest of specialization, feels like this is just a cash cow for UCSD.",1,"[-1.5536094139365273, 8.625236690735264, -2.4047610321913697, -2.413299166163629, -1.7126526943923974]"
"Not enough implication from the instructors in the course. Students are left alone with the material, without any answers to there questions on the course.Peer review process subject to personal interpretation and leading to frustration for the students.That's quite unfortunate as this provides a bad experience whereas the course might have been good without that.",1,"[-2.9253411698463303, 8.823010863494638, -1.1875572083691996, -2.295992238783882, -2.059377514913166]"
Too many generalities and roundabouts and little real detail.,1,"[-2.4106526552415315, 9.130708538861292, -2.2663874635531105, -2.4366272859113947, -2.0479222132953945]"
"Much better Courses are available for free on udacity and edx. this is only a money making course. concepts used are very old. nothing new in this course. One can dwell in PID controllers for life, its a huge are and the way its used here is totally ancient. its just some ancient methods in new quadcopters.",1,"[-2.7143306974707144, 9.95301502158431, -1.888054199532626, -2.5507751979184468, -1.2511239057085073]"
"I will review this course appointing its pros and cons.Pros:- The instructor: he is a captivating person. It really seems that he like game development, he make jokes and try to make the course interesting. So, heâs personality is makes the course less boring.Cons:- The course name: when I saw âdesignâ?in the course name and the icon of course page, I thought it would be related to graphic design, or history telling and so on. But no, the âdesignâ?means âprojectâ? So I think a better name would be âPrinciples of Game Projectâ? Although, it might be just me who thought this way, because in my language design means something totally different.- The course content: this course should be at the end of the specialization. It is too much abstract and, in some aspects, very obvious. I will not say it is completely useless, because it is not. It gives us a structured view of the stages of game design and its documentation, but I think it would be better if it was like a case study.- The assignments: probably the worst part of the course. They very very complex, to be sincere, none of the assignments I reviewed were full, I gave max grades to many because I think the person tried really hard to make it. Imagine this situation: you are not a programmer, not a graphic designer, not a writer and with a week you need to make a prototype of the game idea youâve been working on course. This prototype must show the game mechanics and aesthetics, should be playableâ?And can be non digital? Come on, we are here learning the concepts of developments digital games and the instructor says that we can make a non digital prototype? Some people did it, and I can say for sure that I couldnât imagine the real game. I made a digital prototype using the knowledge acquired from the first course, but as you can imagine, it is not enough to make our game ideas come true.- The peer review system: the grading is completely non sense, as I said before, the assignments are complex, so it is difficult to show our ideas clearly in a document, without the abilities to make concept arts or something. In 2 of the 4 assignments 2 of the 3 people gave me max grades and 1 gave me bad grades, and did not left any feedback! One of the assignments when I first submitted it I got 12/20. Then, when I resubmitted it, without changing a comma, I got 20/20. So I think this system must change, maybe the mentor should do it.If you want to do all the specialization, ok, go and do this course. But, if this is not your objective, do not waste your time.",1,"[-2.041576934412956, 9.349588122360132, -2.1038715877035057, -1.7514571204177005, -2.527759680628534]"
I was disappointed by this course. I thought it was poorly organized and focused too much on trivia and not enough on motivating and contextualizing Ancient Egyptian civilization. I was hoping to come away from this course with a richer understanding of Ancient Egypt. The lectures were surprisingly dry.,1,"[-1.1840328433462632, 9.025488125859384, -1.6659542294972944, -2.137615252527004, -1.9167238923578098]"
"Aside from a new interesting ideas (from a JFK speech and John Dewey), I found this course to be stretched pretty thin; I think this class would have been effective as a 2 or 3 week course instead of 9 weeks. Also, it was unclear why the focus was on CLASSICAL music, since so many examples come from other artforms (e.g., Ai Wei Wei) and I'm sure the discussions would be richer if they considered popular music as well.",1,"[-2.2992911688021125, 9.213103705854476, -2.1987964948745136, -2.007389449674662, -1.5995972830359546]"
Extremely superficial. The total content in this course would make a nice introduction segment to a full course.,1,"[-1.0142865284671272, 8.735722377226148, -1.5256309055355572, -2.30124194987662, -1.512689916026741]"
"It is really not for beginners. The first week was ok , but we didn't spend much time coding. Then it was really difficult to follow.",1,"[-1.9433061580182567, 9.13832996091006, -2.4474311998311484, -2.6782284731315817, -1.9982682475219713]"
Just showing examples of some good projects and their code at most part of the course .Also comparing Meteor with Wordpress is wrong and I don't think Meteor will reach Wordpress.After all they are different tools for different jobs.,2,"[-1.7964272456790271, -2.7957444244256324, 8.567798722332805, -2.9916427166628514, -2.084277832410103]"
"This course tries to address problems that might arise from game development. It's not an approach to the accounting problems, like finances, a game company may have, but mostly an approach to the bureaucratic problems of creating and publishing a game. It also provides knowledge about monetization pratices and publishing pratices, warning the future game developer how a publish may inadvertently ""throw a wrench in the works"" of game development.",2,"[-1.2431835167619463, -2.791239689634511, 8.457604735718704, -1.8070508862947878, -1.1944358372584964]"
"I have to admit that the professors know the topic and are conducting amazing research, but the course was dry and terribly designed. The videos are too long, without quizzes or activities to break the long dry monologues. They also talk like robots and one gets lost really fast. I have taken many courses in coursera with long and short videos, with boring and engaging teachers but this is by far the worse. They are trying to show off so much information and in such a high level language (to most), that it makes it incredibly boring. I should add that I have studied Buddhism, and there are so many better ways to provide people an opportunity to come into contact with this beautiful topic.",2,"[-2.694972404359971, -1.6759945772992864, 8.924025062306589, -2.131405092674982, -1.2793570331323376]"
Some of the terminology doesn't seem congruent with what we use in North America,2,"[-2.1358664873012794, -1.7204043465525027, 9.71234101684847, -1.082595784464304, -2.222080567199543]"
This course is way tooooooo easy for me. I'm a PhD candidate in statistics. I think it will be nice if I can have a diagnostic survey to test whether this course is suitable for me or not before the course.,2,"[-2.161679192169479, -2.901655506543209, 9.34635567028153, -2.513044250610841, -2.6070118090318566]"
The format and structure of this class needs some improvement. Having to write some code each weak would be better than answering quizzes and doing the first lines of Swift at the end of the class.,2,"[-1.4907597465522244, -2.658318567654426, 8.830262649570333, -1.0345562193534685, -1.5388178962448238]"
If you are new in the learning of business model generation is a choice to start with. But if you already have some experiencie this course is very very basic.,2,"[-1.1921449238354456, -2.600964627160745, 8.907377008746462, -1.404372744066359, -2.7207384879152077]"
"The course covers a lot of interesting topics i a short time, citing external documents, webpages and books; sometimes some questions in the quiz refer to external documents.About the assignment: it start quite easy, about high concept, story bible, game design document, making the student write more and more detailed, focusing all the attention on the documents. Than, at week4, you need to create a prototype, digital or non-digital, based on your creations. I found this unexpected and really it's unrealistic to be able to create a decent prototype in the same amount of time given to write a document.About the grading system: to take the best score, you need to go ""epicly"" beyond the call of duty. I don't like that. A student should take the maximum score if he does everything required, and he/she does it good. No need to overdo in my opinion.About the quiz: if you make mistakes, he doesn't tell you what's wrong, he doesn't show you the right answer. It's not a problem of the Coursera platform, as in the previous course, the teacher filled the quiz with all the explaination of the correct and incorrect answers.So, should i suggest this course? Well the topics are interesting, they could have been transmitted better, with better assignments and grading score.",2,"[-2.28799225669239, -1.84034667105074, 9.41242150603899, -2.69655696792349, -2.9970703256009914]"
"It's great to understand more of research methods in application, but I wish there were more resources provided to supplement our study. In general, this is a good course for those who start thinking of doing research in the future",2,"[-1.011548666620146, -2.1887456247369608, 9.605424214829627, -2.301477114571324, -2.4786060779739025]"
Needs to be updated. Also correct some errors.,2,"[-2.1561802740366947, -2.8673355729556835, 9.407665197262228, -2.4197046364498735, -1.5732737340851572]"
Assignments were just not that challenging except first one,2,"[-2.9322107046394157, -1.7594803930158716, 9.866695164446945, -1.766796375097213, -1.8389829655897245]"
"the set up for the course was choppy, with random intervals of questions. could definitely flow better",2,"[-1.5277280441921992, -2.082350692542926, 9.222494585171804, -1.1320131605531154, -1.7168037798217097]"
"So the course is a mixed bag.PROS: The lecture content is useful, albeit a bit dry. I can't give them too much slack for the dryness, after all it's coding. However, they could have shown more real-time coding, rather than just scrolled through powerpoints with the Command Window pasted. You definitely need to have R open when following along with the lectures. The quizzes are also quite useful, as you're required to know both the background of how things work and use the commands learned from the lecture.CONS: The assignments assume you know a lot more than the basic knowledge, and there's no real way to know how to do the assignments just from the lectures. The quizzes tend to be on the easy side and the assignments ramp things up quite quickly. There's no intermediate material to test your skill. You have to have worked in R to have even a minor chance at succeeding on the assignments.",2,"[-1.1013679904757632, -1.9547186734722684, 8.551957294025994, -2.437877531997901, -2.2091414085654355]"
good overview of the subject.great for introduction to the domain and understand what and how...migth not be enough if you want to go deep into it,2,"[-2.7372359617791613, -1.9713746823403933, 8.707455581699529, -2.5413208679277655, -1.1554006177322813]"
Some of the data that gets pulled in from the QSTK package is missing for the exercises. It takes a bit of work around to get to the final data set.,2,"[-1.8691367683226958, -1.5356486947228398, 9.94066945538331, -2.2682176822204667, -1.1178458904552877]"
Very basic,2,"[-1.235010430283236, -1.716466219160278, 9.714195743051418, -2.6269766082869914, -2.1670832106645808]"
"This was a good course, but a bit elementary.",2,"[-2.768692848077232, -2.8088567914550646, 9.797383505264868, -2.118564575033291, -2.577382271873133]"
Consider adding a programming assignment to the course curriculum. Please address content issues in a timely manner. Thank you.,2,"[-2.053866683223191, -2.6857553286031504, 9.37558691585243, -2.1941184579638557, -1.948164068288796]"
"It was little difficult to understand what the professor , but anyway it was good.",2,"[-2.8282374611141172, -1.9185775960894054, 8.928568165946583, -2.9255707908824893, -2.179718778143859]"
the swirl exercise along with the course makes much more sense,2,"[-2.5702723843382937, -2.7509154016678257, 8.697263838280204, -1.9796148893784469, -1.92826390569138]"
"The course experience was a little bit weird. It's too easy for a dedicated programmer or IT person, but there are some obstacles to a person who are not familiar to the Javascript programming. (And maybe Python programming, too.) The main problem is too small community. I wrote some, but never got any answer. I think it's due to the charging policy of this lecture.",2,"[-1.6648723032285542, -2.313856694060984, 9.742948681066599, -2.3097579233632217, -2.3391542140534045]"
"Overall it was good. However, the content delivery could have been better.",2,"[-2.390452136190336, -1.0841523478161332, 8.543176550744773, -2.9756775556741535, -1.7348251786591944]"
"Good intro course, but that's all it is - an intro course. Expect great interviews and lecture videos, but don't expect too in-depth of a course. My review is biased because I already took Music Business Foundations from Berklee on Coursera and the material w",2,"[-2.8661645568361367, -1.5079984500483108, 9.161175665490013, -1.5028069785850307, -1.339460291896922]"
"The information presented was interesting, and the instructors were engaging. However, I had major issues with the translation. It was completely literal, and often translated in ways that did not make sense. If I did not have a working knowledge of academic French, I would have been lost. Also, many of the test questions were unclear and did not follow best practices in test taking.",2,"[-2.196515240135991, -2.9814187029305375, 8.6748004127165, -1.74362497328392, -1.801687826821278]"
The content is very similar to the Marketing analytics in practice one,2,"[-2.931397227324873, -1.8867993144161694, 9.041259694506545, -2.5196630865221743, -1.138676605271262]"
Great course overall. However it does not go deep enough into its topic. Would have been nice to have more challenging excel exercices.,2,"[-1.564908329284888, -1.5961442532932824, 9.89535514543777, -1.1716880211606555, -1.4990565874689208]"
It does not let it show as completed unless you purchase the course and take the quizzes. Quizzes cannot be taken unless you purchase the course.,2,"[-1.5391793335897592, -2.3004584238558072, 9.035956062321084, -2.6167094866067644, -1.9059314263227174]"
"This course gives a good introduction to international criminal law, showing in details the evolution of key principles and institutions. The readings , though details are a great resource for they keen to take deeper dives. The main concern , however is the sudden death approach that is used to evaluate the performance on the final examination. Preferably answers should not be binary, but provide the student with wide choice to gauge the degree to which performance on the exam truly measures knowledge acquired during the course (leaving little room for guess work, as it were).",2,"[-2.046853419809624, -1.7017486846924175, 8.023085500776377, -2.2165425413491775, -2.836685214259379]"
Course can be more comprehensive.,2,"[-2.104387603552166, -1.1604242552992992, 9.396058778193357, -1.1074612954871543, -2.638546026808335]"
I didn't know anything about programming and needed a lot of help with this course. I would have like more help in getting python and its complements install. Thanks.,2,"[-1.4599515395662186, -1.7099518094630877, 8.065883733901517, -1.3395493647497696, -2.3359136108391816]"
The links provided are informative.,2,"[-1.4835345342327053, -2.860864503513463, 9.972432186547493, -2.493690033364885, -2.853032379859145]"
"This course provides a good overview about virtual instruction and online learning for those who are looking to transition from classroom teaching. The topics are broken down into manageable chunks and a few interviews with other people help to add interest. However, when I wanted to go back and reread for clarification, I found the transcript to be poorly edited and at times almost unintelligible. As an example: iNACOL (National Association for Online and Blended Learning) is referred to many times in the video lectures and was transcribed in the text in a number of different ways: ""Ian Nicole"", ""Inacles"" and ""iNickel."" I really wish the people who put this course together has taken the time to read and edit the transcripts of the video lectures. Many sentences were written without punctuation or contained misspelled words. (enrollment was spelled enrolment) Often I just wanted to read it the lecture, not hear the instructor's voice but found the written text to be less than clear. I also wish there had been a way to ask questions regarding the material, but unfortunately, there was not, not that I could find. Finally, some of the questions on the final quiz are confusing. For example, question #5 "" Which two of the following..."" and then in parentheses it says to check all that apply. I hope this feedback helps to point out some of the problems that hinder virtual instruction.",2,"[-2.461300464492752, -1.9268781055407982, 9.029472741068945, -2.688593434416386, -1.768454502624418]"
Basic intro to Python. But I found the content not to systematically organized....,2,"[-2.2419585110810756, -1.1386989769591844, 8.253927934153626, -1.8806824584867516, -2.441198015872141]"
"there is a wide gap between the videos, practice assignments and completing the required projects.",2,"[-1.1211444926117224, -2.3098983799867705, 9.413751967175017, -1.2870537327665115, -1.428689906619401]"
The last 2 lessons did not have much content. Particularly there was no practical assessment on traveling salesman,2,"[-1.4462385909706628, -2.1958742149241646, 8.42594126922198, -2.777135544672091, -2.7004575478671793]"
"I think this course could be integrated into the other ones of the specialization, or, if it is meant to be just a course to get an overview, be free of charge.",2,"[-1.338949775494627, -2.307307806585248, 9.181064013919425, -2.2345000809936315, -1.2666520051318853]"
"More concise coding tutorials and less ""search on your own on the internet"" needed. It is great to get to know the online community and the course needs more coding example directly relat to exams.",2,"[-1.6331272652717908, -1.2291804005178995, 9.744344374129723, -2.08129174677461, -1.3291051883203746]"
"Some of the videos has low quality, which make them harder to understand for non native speakers. In my opinion there is also too less tips for second assessment.",2,"[-2.5542558626118126, -2.520063442304284, 8.801451800248339, -1.8822081800626538, -1.2521784291862534]"
"The topic of capstone is great, but the milestones, and their APIs direct towards bad solutions.",2,"[-2.2590831376635636, -1.4977231469493946, 9.368911920689534, -2.338958177059887, -2.812653496333467]"
"I wish this course was more focused on building and analyzing data in excel. It feels like it's more focused on financial measurements and probability, it hasn't related to my line of work yet.",2,"[-2.5017357123897646, -2.9817721853398558, 8.338728802318101, -2.7973259582045165, -2.3699221380489144]"
"I loved the non-UK / American basis for the writing and the study texts: fascinating reads and great eye openers to other styles and languages. Such a rich source! The videos and interviews were great and I loved the transcriptions - they made life so much easier to make notes and annotate from.The main issue I have is with the 'peer' marked work throughout the course. I feel this was meant to be a collaborative tool for us to use, but instead turned out to be a rather awkward device. Some students gave leeway to the 500 words limit; others not. I was failed because my explanatory note - not the piece itself, just a note for context - took me 34 words over. How pedantic was that reader? Another piece I read was over 2000 words long and had obviously been taken from some other assignment: it barely fit the study brief. Additionally, are non English speaking students penalised by having to write in English? Grammar and syntax in the west is very different depending on the country you come from - German syntax vs Italian vs English. All are different. How can I be fairly marked if the reader of my work has English as a second / third language? By that same token, can I really pass a student who has met the course criteria, yet has mis-spelled many words, has little or no punctuation and has jumbled tenses all over the place. This needs to be sorted out I feel, as it has marred this course for me. I don't feel it gave an even playing field to all. Thank you for the opportunity though, I did enjoy it!",2,"[-2.2274713857857815, -1.9605971508969018, 8.951520857603134, -2.203343730802628, -2.996504512866024]"
Some of the lessons aren't clear enough to follow,2,"[-1.1429796871398372, -1.2856210536315102, 9.692562766023832, -2.408647498313379, -1.745147703472601]"
Course is awesome but the final 36 questions are really a headache.,2,"[-1.3880102465341302, -2.799710622126595, 9.283556618624953, -2.1796178468679748, -1.0989917755693628]"
"I think its good that its given reference material for further readings, but this shouldn't exonerate you from explaining the details of the language, if I wanted to learn swift from apple's documentation I would be there right now, not here, if I'm watching your course its because I expect to learn it here.",2,"[-2.561346053944161, -1.7904574168784535, 8.632868808729947, -2.727585298150152, -1.4563193628376356]"
"What was helpful to me was: the discussion on spaced repetition, which boosted my confidence in applications like Duolingo and Memrise, and helped me discover Anki. The pomodoro technique is nice to know about, though I have rarely used it so far. I think I was already at the point where I don't need an actual pomodoro timer to get into that mindset. The best two things I probably got from the course was changing my way of thinking from focusing on product to focusing on process (though not always possible of course), and using recall to test myself on what I know rather than reading things over and over and just hoping it's gone in.What I didn't like about the course was the presentation style, the pace, the content density (very low in my opinion), the irrelevant information, the hand-wavey explanations, and so on. The absolute worst of it was the full recommendation for using analogies but with no attempt on explaining how to make *good* anaologies. This is key. Most analogies I come across are misleading for all aspects of a thing but their very narrow scope, and sometimes the thing itself too (after all, you usually make them when you're first learning about a thing, unless you're teaching) and so without knowing how to make good anaologies while they are good for memory they are on average bad for understanding, and I don't think that can be stressed enough.",2,"[-2.671291190350029, -2.99990106132345, 9.196114385945688, -2.652985824753459, -2.312468852332717]"
This Course is very Good For Children.,2,"[-1.4000687810700436, -2.7578048389645566, 9.526537755816433, -2.507281568694653, -2.7075226482437347]"
"Very helpful for people who are new to the field. However, I do wish many of the concepts were explained more clearly; often new concepts are introduced and no clear definition is given.",2,"[-1.7727851279278823, -1.3844578927843523, 8.324423371929894, -2.404369567723539, -1.596734767947687]"
Good course,2,"[-1.533971246138733, -1.3381554219354679, 9.402224768332966, -2.8880565098173387, -2.7172255567070955]"
too easy and pretty long for me,2,"[-1.4889415564190223, -2.133203766169533, 8.594211790920689, -2.714869137010375, -2.238900185019193]"
Felt a little rudimentary until the last week. I hope the specialization picks up after this point.,2,"[-2.812926237721465, -1.5426313868002426, 8.183247027139064, -1.8921351394605246, -1.6873016174324003]"
Good start to the course. Though I feel more energy and enthusiasm by the instructors would uplift the course. Some content is not prevalent at present (outdated).,2,"[-1.3941129990097774, -2.753179481871558, 8.27293266744097, -1.6715845548793116, -2.9525290205741377]"
"I really enjoy the food preparation and the important facts about our body, about our food intake habits. thank u a lot Maya.",2,"[-1.9848759486913345, -2.1127333526731986, 9.239182757890834, -2.859689788599442, -1.0621883903321325]"
"Great topic, but the course was less interesting and profound than I expected. The professor could be a little more motivating. Worth the time though!",2,"[-2.826242308607285, -2.327349822207247, 8.980264214938448, -2.4855650335670942, -2.21952604120201]"
I rate this course as a three out of five because I feel that during the 'worked exercise videos' it would be much more helpful if only the correct code was shown. It's very confusing to see the wrong code typed in and then the correct code. I think it would help students to more easily remember the function of code if only the right code is shown in examples.,2,"[-1.9075540604720065, -1.2238297386653858, 9.846468335643886, -2.861694758045827, -2.8127890262997925]"
"Well presented, but this course should be optional in in the specialization. There isn't really enough material to justify it, but it does cover the basics for someone with little to no development experience.",2,"[-2.8519118701901047, -2.25774233894425, 9.944861670674173, -2.7004308221945816, -2.865835911421433]"
"A good introduction to Workplace Communication.The resources supplied were extremely helpful.I didn't pay so much attention to the slides that came with this - in fact, I'm not even sure how relevant they are looking back.I had expected the overview videos to be an insight to the resource content, but it wasn't quite compiled that way.The tests could have been longer, and perhaps could have contained obvious solutions - in some instances the solutions provided were all applicable, leaving the student to select the best option. In other instances the options available weren't even discussed in the content, confusing the student.",2,"[-1.346543340724535, -1.0164945915698873, 9.904995078976478, -2.836554665975829, -1.6056206011433256]"
"Good course with varied content and I very much liked the way it was build up (individual, business, cities, nations). Reason why I rated it 3 stars (only) is that the course was too easy - however I'm a sustainability professional. Maybe the word ""introduction"" can be taken into the title - as the course would serve as a good intro-course for practical application of sustainability.Geoffrey (The Netherlands)PS: the videos of the Parkers can be deleted from my point of view",2,"[-1.113210977007201, -2.883473364655255, 8.721570365715198, -1.1434107662147448, -2.2823692993825575]"
"This was a really good course. I was mostly interested in the music and related culture, but I will be interested to read some of the books that were discussed. Thanks!",2,"[-1.0598198689967597, -2.2319307461348776, 8.933278039845588, -2.349226267695088, -2.1326215580593493]"
